Student_ID,Status,Is_Dropout,Skor_Risiko,Level_Risiko,Program_Studi,Jalur_Masuk,Kelas,Gender_Label,Kelompok_Usia,Age_at_enrollment,Status_Pernikahan,Debtor_Label,Tuition_fees_up_to_date_Label,Scholarship_holder_Label,Displaced_Label,Educational_special_needs_Label,International_Label,Admission_grade,Previous_qualification_grade,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Approval_Rate,Rata_Nilai,Kategori_Performa,Unemployment_rate,Inflation_rate,GDP
STD-0092,Graduate,0,16.7,Rendah,Journalism & Comm,2nd phase - general,Reguler (Siang),Perempuan,21-23,21,Single,Tidak,Menunggak,Tidak,Ya,Tidak,Internasional,105.0,133.1,6,6,14.0,6,6,13.5,100.0,13.75,Baik (>75%),8.9,1.4,3.51
STD-0093,Dropout,1,93.9,Tinggi,Equinculture,International student,Reguler (Siang),Perempuan,24-27,26,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Internasional,100.0,133.1,6,2,12.0,6,0,0.0,16.7,6.0,Kritis (<25%),8.9,1.4,3.51
STD-0094,Dropout,1,96.9,Tinggi,Basic Education,Over 23 years old,Reguler (Siang),Perempuan,>35,39,Married,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,115.5,133.1,6,3,12.666666666666666,6,0,0.0,25.0,6.33,Kritis (<25%),7.6,2.6,0.32
STD-0095,Graduate,0,3.0,Rendah,Social Service (eve),Over 23 years old,Kelas Malam,Perempuan,>35,44,Married,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,114.0,133.1,8,8,11.875,6,6,12.333333333333334,100.0,12.1,Baik (>75%),12.7,3.7,-1.7
STD-0096,Enrolled,0,21.9,Rendah,Informatics Engineering,International student,Reguler (Siang),Laki-laki,<=20,19,Single,Tidak,Lunas,Tidak,Ya,Tidak,Internasional,137.0,130.0,5,5,14.0,5,3,13.25,80.0,13.62,Baik (>75%),13.9,-0.3,0.79
STD-0097,Graduate,0,5.3,Rendah,Journalism & Comm,1st phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,124.9,135.0,6,6,13.666666666666666,6,6,13.333333333333334,100.0,13.5,Baik (>75%),8.9,1.4,3.51
STD-0098,Graduate,0,2.0,Rendah,Nursing,1st phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Ya,Ya,Tidak,Domestik,120.3,132.0,7,7,13.75,8,8,14.47777777777778,100.0,14.11,Baik (>75%),12.4,0.5,1.79
STD-0099,Enrolled,0,3.0,Rendah,Veterinary Nursing,1st phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,134.3,135.0,5,5,14.2,5,5,13.8,100.0,14.0,Baik (>75%),12.7,3.7,-1.7
STD-0100,Dropout,1,97.2,Tinggi,Nursing,1st phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Ya,Menunggak,Tidak,Ya,Tidak,Domestik,111.5,115.0,7,4,11.96,7,0,0.0,28.6,5.98,Rendah (25-50%),13.9,-0.3,0.79
STD-0101,Dropout,1,31.4,Sedang,Veterinary Nursing,Short cycle holder,Reguler (Siang),Perempuan,21-23,21,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,128.8,130.0,10,8,12.875,9,5,13.4,68.4,13.14,Sedang (50-75%),8.9,1.4,3.51
STD-0102,Graduate,0,70.4,Tinggi,Animation & Multimedia,1st phase - general,Reguler (Siang),Perempuan,<=20,20,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,110.0,133.1,0,0,0.0,0,0,0.0,0.0,0.0,Kritis (<25%),16.2,0.3,-0.92
STD-0103,Dropout,1,95.5,Tinggi,Social Service (eve),Over 23 years old,Kelas Malam,Perempuan,>35,36,Married,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,113.5,130.0,6,0,0.0,6,0,0.0,0.0,0.0,Kritis (<25%),9.4,-0.8,-3.12
STD-0104,Graduate,0,6.3,Rendah,Agronomy,Over 23 years old,Reguler (Siang),Perempuan,>35,43,Divorced,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,160.0,133.1,18,18,14.63157894736842,13,13,14.23076923076923,100.0,14.43,Baik (>75%),15.5,2.8,-4.06
STD-0105,Dropout,1,95.2,Tinggi,Basic Education,3rd phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,117.4,123.0,6,0,0.0,6,0,0.0,0.0,0.0,Kritis (<25%),11.1,0.6,2.02
STD-0106,Graduate,0,7.2,Rendah,Communication Design,Change of institution/course,Reguler (Siang),Perempuan,<=20,20,Single,Ya,Lunas,Tidak,Tidak,Tidak,Domestik,122.2,130.0,10,10,13.0,11,11,12.272727272727272,100.0,12.64,Baik (>75%),11.1,0.6,2.02
STD-0107,Dropout,1,96.5,Tinggi,Social Service,1st phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,118.2,122.0,6,0,0.0,6,0,0.0,0.0,0.0,Kritis (<25%),16.2,0.3,-0.92
STD-0108,Dropout,1,14.6,Rendah,Veterinary Nursing,1st phase - general,Reguler (Siang),Perempuan,<=20,20,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,106.7,113.0,6,4,14.2,6,4,13.25,66.7,13.72,Sedang (50-75%),15.5,2.8,-4.06
STD-0109,Dropout,1,9.0,Rendah,Nursing,1st phase - general,Reguler (Siang),Perempuan,<=20,20,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,108.2,111.0,7,6,13.266666666666666,7,5,12.3,78.6,12.78,Baik (>75%),12.4,0.5,1.79
STD-0110,Enrolled,0,62.9,Tinggi,Basic Education,2nd phase - general,Reguler (Siang),Perempuan,<=20,20,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,107.0,133.1,7,6,11.666666666666666,7,3,13.0,64.3,12.33,Sedang (50-75%),16.2,0.3,-0.92
STD-0111,Graduate,0,3.0,Rendah,Social Service,1st phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,136.1,142.0,6,6,13.857142857142858,6,6,15.0,100.0,14.43,Baik (>75%),13.9,-0.3,0.79
STD-0112,Enrolled,0,11.4,Rendah,Management,2nd phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Ya,Ya,Tidak,Domestik,115.3,123.0,5,3,13.0,5,3,11.0,60.0,12.0,Sedang (50-75%),8.9,1.4,3.51
STD-0113,Graduate,0,3.0,Rendah,Veterinary Nursing,1st phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,139.8,131.0,5,5,13.4,5,5,12.8,100.0,13.1,Baik (>75%),10.8,1.4,1.74
STD-0114,Graduate,0,27.0,Rendah,Journalism & Comm,1st phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,157.0,158.0,6,6,12.666666666666666,6,6,12.571428571428571,100.0,12.62,Baik (>75%),10.8,1.4,1.74
STD-0115,Dropout,1,4.3,Rendah,Nursing,2nd phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,131.0,122.0,7,6,12.516666666666666,7,6,12.516666666666666,85.7,12.52,Baik (>75%),7.6,2.6,0.32
STD-0116,Enrolled,0,1.2,Rendah,Nursing,Change of course,Reguler (Siang),Perempuan,<=20,20,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,100.0,130.0,7,6,11.616666666666667,7,7,13.0,92.9,12.31,Baik (>75%),13.9,-0.3,0.79
STD-0117,Enrolled,0,20.6,Rendah,Social Service,2nd phase - general,Reguler (Siang),Perempuan,<=20,20,Single,Tidak,Lunas,Ya,Ya,Tidak,Domestik,140.4,154.0,6,2,10.0,6,4,10.75,50.0,10.38,Rendah (25-50%),7.6,2.6,0.32
STD-0118,Enrolled,0,32.7,Sedang,Management,2nd phase - general,Reguler (Siang),Perempuan,<=20,20,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,113.4,120.0,5,3,10.333333333333334,5,3,10.666666666666666,60.0,10.5,Sedang (50-75%),12.4,0.5,1.79
STD-0119,Graduate,0,2.8,Rendah,Veterinary Nursing,1st phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,137.0,140.0,5,5,13.142857142857142,5,5,11.4,100.0,12.27,Baik (>75%),9.4,-0.8,-3.12
STD-0120,Graduate,0,5.4,Rendah,Management,1st phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,121.8,127.0,5,5,12.6,5,5,14.0,100.0,13.3,Baik (>75%),11.1,0.6,2.02
STD-0121,Dropout,1,50.7,Sedang,Tourism,2nd phase - general,Reguler (Siang),Perempuan,21-23,21,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,131.0,133.1,6,3,11.0,6,2,11.0,41.7,11.0,Rendah (25-50%),9.4,-0.8,-3.12
STD-0122,Graduate,0,5.7,Rendah,Management,1st phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,118.6,120.0,5,5,10.8,5,4,11.25,90.0,11.02,Baik (>75%),16.2,0.3,-0.92
STD-0123,Dropout,1,34.3,Sedang,Animation & Multimedia,1st phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,122.3,137.0,0,0,0.0,0,0,0.0,0.0,0.0,Kritis (<25%),10.8,1.4,1.74
STD-0124,Graduate,0,3.6,Rendah,Advertising & Marketing,1st phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Ya,Tidak,Tidak,Domestik,127.9,131.0,5,5,12.8,5,5,14.2,100.0,13.5,Baik (>75%),9.4,-0.8,-3.12
STD-0125,Graduate,0,3.3,Rendah,Veterinary Nursing,1st phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,121.3,130.0,6,6,14.166666666666666,6,6,12.2,100.0,13.18,Baik (>75%),15.5,2.8,-4.06
STD-0126,Dropout,1,88.4,Tinggi,Oral Hygiene,2nd phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,117.1,122.0,7,5,12.1,7,0,0.0,35.7,6.05,Rendah (25-50%),13.9,-0.3,0.79
STD-0127,Graduate,0,5.5,Rendah,Veterinary Nursing,Tech. specialization holder,Reguler (Siang),Perempuan,<=20,20,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,160.0,160.0,6,6,14.166666666666666,6,5,13.77777777777778,91.7,13.97,Baik (>75%),12.4,0.5,1.79
STD-0128,Enrolled,0,9.6,Rendah,Basic Education,1st phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Ya,Ya,Tidak,Domestik,145.3,146.0,6,5,12.8,6,5,13.4,83.3,13.1,Baik (>75%),9.4,-0.8,-3.12
STD-0129,Graduate,0,2.7,Rendah,Social Service,2nd phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,122.6,131.0,6,6,13.0,6,6,13.666666666666666,100.0,13.33,Baik (>75%),12.4,0.5,1.79
STD-0130,Graduate,0,8.7,Rendah,Nursing,2nd phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,128.0,132.0,7,7,13.467142857142855,8,8,15.011111111111113,100.0,14.24,Baik (>75%),12.4,0.5,1.79
STD-0131,Dropout,1,4.7,Rendah,Nursing,1st phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Ya,Ya,Tidak,Domestik,124.9,138.0,7,7,13.2375,8,7,13.742857142857144,93.3,13.49,Baik (>75%),13.9,-0.3,0.79
STD-0132,Graduate,0,1.8,Rendah,Communication Design,2nd phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,123.7,130.0,6,6,12.333333333333334,6,6,13.0,100.0,12.67,Baik (>75%),7.6,2.6,0.32
STD-0133,Graduate,0,4.2,Rendah,Management,1st phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,120.1,126.0,5,5,12.4,5,5,14.6,100.0,13.5,Baik (>75%),8.9,1.4,3.51
STD-0134,Dropout,1,87.5,Tinggi,Nursing,2nd phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,131.7,148.0,7,5,14.0,7,0,0.0,35.7,7.0,Rendah (25-50%),13.9,-0.3,0.79
STD-0135,Graduate,0,2.8,Rendah,Social Service,Change of course,Reguler (Siang),Perempuan,<=20,20,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,133.2,130.0,9,9,11.666666666666666,7,7,11.714285714285714,100.0,11.69,Baik (>75%),7.6,2.6,0.32
STD-0136,Dropout,1,81.8,Tinggi,Advertising & Marketing,1st phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Ya,Menunggak,Ya,Tidak,Tidak,Domestik,109.3,117.0,6,5,12.0,6,4,12.5,75.0,12.25,Sedang (50-75%),12.4,0.5,1.79
STD-0137,Graduate,0,16.6,Rendah,Advertising & Marketing,2nd phase - general,Reguler (Siang),Perempuan,<=20,20,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,113.0,120.0,5,4,12.2,5,4,11.5,80.0,11.85,Baik (>75%),7.6,2.6,0.32
STD-0138,Graduate,0,3.4,Rendah,Journalism & Comm,1st phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Ya,Lunas,Ya,Tidak,Tidak,Domestik,157.9,153.0,6,6,14.833333333333334,6,6,14.833333333333334,100.0,14.83,Baik (>75%),8.9,1.4,3.51
STD-0139,Enrolled,0,3.0,Rendah,Nursing,1st phase - general,Reguler (Siang),Perempuan,<=20,20,Single,Tidak,Lunas,Ya,Tidak,Tidak,Domestik,112.1,117.0,7,5,13.188,8,7,12.892857142857142,80.0,13.04,Baik (>75%),11.1,0.6,2.02
STD-0140,Graduate,0,4.2,Rendah,Nursing,3rd phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,174.7,178.0,7,7,17.125,8,8,17.5875,100.0,17.36,Baik (>75%),13.9,-0.3,0.79
STD-0141,Graduate,0,4.3,Rendah,Nursing,1st phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,128.8,129.0,7,6,12.666666666666666,7,6,12.666666666666666,85.7,12.67,Baik (>75%),7.6,2.6,0.32
STD-0142,Graduate,0,9.8,Rendah,Journalism & Comm,1st phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Ya,Ya,Tidak,Domestik,110.1,116.0,6,6,12.666666666666666,6,5,12.0,91.7,12.33,Baik (>75%),12.4,0.5,1.79
STD-0143,Enrolled,0,94.0,Tinggi,Management,Change of institution/course,Reguler (Siang),Perempuan,21-23,22,Single,Ya,Menunggak,Tidak,Ya,Tidak,Domestik,99.7,99.0,5,0,0.0,5,0,0.0,0.0,0.0,Kritis (<25%),8.9,1.4,3.51
STD-0144,Graduate,0,2.1,Rendah,Social Service,1st phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Ya,Ya,Tidak,Domestik,121.0,135.0,6,6,11.333333333333334,6,6,11.5,100.0,11.42,Baik (>75%),12.4,0.5,1.79
STD-0145,Graduate,0,2.8,Rendah,Nursing,1st phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Ya,Ya,Tidak,Domestik,131.7,141.0,7,7,13.605,8,8,12.33125,100.0,12.97,Baik (>75%),15.5,2.8,-4.06
STD-0146,Graduate,0,34.3,Sedang,Basic Education,2nd phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Ya,Ya,Tidak,Domestik,119.1,132.0,6,5,12.0,6,5,10.8,83.3,11.4,Baik (>75%),9.4,-0.8,-3.12
STD-0147,Dropout,1,86.0,Tinggi,Tourism,1st phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,124.7,132.0,5,0,0.0,5,0,0.0,0.0,0.0,Kritis (<25%),7.6,2.6,0.32
STD-0148,Dropout,1,11.1,Rendah,Tourism,2nd phase - general,Reguler (Siang),Perempuan,<=20,20,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,117.2,113.0,6,5,11.2,6,3,11.666666666666666,66.7,11.43,Sedang (50-75%),7.6,2.6,0.32
STD-0149,Graduate,0,4.4,Rendah,Management,1st phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,128.8,134.0,5,5,13.375,5,5,14.166666666666666,100.0,13.77,Baik (>75%),13.9,-0.3,0.79
STD-0150,Graduate,0,2.7,Rendah,Nursing,1st phase - general,Reguler (Siang),Perempuan,<=20,20,Single,Tidak,Lunas,Ya,Tidak,Tidak,Domestik,131.5,136.0,7,6,13.863333333333337,8,7,14.178571428571429,86.7,14.02,Baik (>75%),11.1,0.6,2.02
STD-0151,Enrolled,0,48.4,Sedang,Animation & Multimedia,1st phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,121.7,136.0,0,0,0.0,0,0,0.0,0.0,0.0,Kritis (<25%),9.4,-0.8,-3.12
STD-0152,Graduate,0,3.7,Rendah,Veterinary Nursing,1st phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,123.4,129.0,5,5,12.4,5,5,13.4,100.0,12.9,Baik (>75%),7.6,2.6,0.32
STD-0153,Enrolled,0,31.7,Sedang,Basic Education,2nd phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,124.7,138.0,6,3,12.333333333333334,6,5,10.833333333333334,66.7,11.58,Sedang (50-75%),9.4,-0.8,-3.12
STD-0154,Graduate,0,22.6,Rendah,Basic Education,1st phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,132.8,137.0,6,6,13.333333333333334,6,5,11.8,91.7,12.57,Baik (>75%),7.6,2.6,0.32
STD-0155,Dropout,1,60.9,Tinggi,Basic Education,Change of course,Reguler (Siang),Perempuan,21-23,21,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,108.7,115.0,6,3,12.666666666666666,6,3,10.0,50.0,11.33,Rendah (25-50%),9.4,-0.8,-3.12
STD-0156,Dropout,1,26.3,Rendah,Basic Education,1st phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,138.1,129.0,6,6,12.0,6,4,11.5,83.3,11.75,Baik (>75%),7.6,2.6,0.32
STD-0157,Graduate,0,2.8,Rendah,Management,1st phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Ya,Tidak,Tidak,Domestik,126.5,131.0,5,5,10.6,5,5,11.8,100.0,11.2,Baik (>75%),12.4,0.5,1.79
STD-0158,Graduate,0,2.3,Rendah,Social Service,2nd phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Ya,Ya,Tidak,Domestik,127.4,133.0,6,6,12.25,6,6,11.857142857142858,100.0,12.05,Baik (>75%),12.7,3.7,-1.7
STD-0159,Graduate,0,2.9,Rendah,Social Service,1st phase - general,Reguler (Siang),Perempuan,<=20,20,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,123.6,125.0,6,4,11.0,6,6,11.833333333333334,83.3,11.42,Baik (>75%),9.4,-0.8,-3.12
STD-0160,Graduate,0,12.7,Rendah,Social Service (eve),Over 23 years old,Kelas Malam,Perempuan,24-27,24,Single,Tidak,Lunas,Ya,Tidak,Tidak,Domestik,122.0,120.0,6,5,11.0,6,5,12.6,83.3,11.8,Baik (>75%),11.1,0.6,2.02
STD-0161,Dropout,1,1.8,Rendah,Advertising & Marketing,1st phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,118.2,128.0,6,6,13.166666666666666,6,6,13.0,100.0,13.08,Baik (>75%),10.8,1.4,1.74
STD-0162,Graduate,0,2.2,Rendah,Nursing,1st phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Ya,Ya,Tidak,Domestik,123.9,127.0,7,7,12.855555555555554,8,7,12.761111111111113,93.3,12.81,Baik (>75%),15.5,2.8,-4.06
STD-0163,Graduate,0,3.6,Rendah,Nursing,1st phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,125.8,134.0,7,7,14.91875,8,8,15.355,100.0,15.14,Baik (>75%),15.5,2.8,-4.06
STD-0164,Dropout,1,75.0,Tinggi,Basic Education,2nd phase - general,Reguler (Siang),Perempuan,21-23,21,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,123.3,132.0,6,4,11.5,6,3,11.0,58.3,11.25,Sedang (50-75%),10.8,1.4,1.74
STD-0165,Graduate,0,8.4,Rendah,Advertising & Marketing,2nd phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,124.4,124.0,5,5,14.2,5,5,14.2,100.0,14.2,Baik (>75%),7.6,2.6,0.32
STD-0166,Graduate,0,3.8,Rendah,Journalism & Comm,2nd phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Ya,Tidak,Tidak,Domestik,126.0,133.1,6,6,12.5,6,6,13.0,100.0,12.75,Baik (>75%),15.5,2.8,-4.06
STD-0167,Enrolled,0,94.5,Tinggi,Agronomy,Over 23 years old,Reguler (Siang),Perempuan,>35,47,Widower,Ya,Lunas,Tidak,Tidak,Tidak,Domestik,170.0,170.0,1,0,0.0,6,0,0.0,0.0,0.0,Kritis (<25%),8.9,1.4,3.51
STD-0168,Graduate,0,31.8,Sedang,Social Service,2nd phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,121.5,125.0,6,5,11.666666666666666,6,4,11.0,75.0,11.33,Sedang (50-75%),13.9,-0.3,0.79
STD-0169,Graduate,0,4.5,Rendah,Nursing,Over 23 years old,Reguler (Siang),Perempuan,28-35,29,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,130.0,130.0,8,7,14.257142857142856,8,7,14.257142857142856,87.5,14.26,Baik (>75%),12.7,3.7,-1.7
STD-0170,Dropout,1,58.1,Sedang,Social Service,Change of course,Reguler (Siang),Perempuan,21-23,21,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,117.0,125.0,6,3,12.0,6,2,11.333333333333334,41.7,11.67,Rendah (25-50%),16.2,0.3,-0.92
STD-0171,Enrolled,0,33.3,Sedang,Veterinary Nursing,Over 23 years old,Reguler (Siang),Perempuan,28-35,28,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,130.0,130.0,5,4,11.25,5,4,10.5,80.0,10.88,Baik (>75%),12.7,3.7,-1.7
STD-0172,Graduate,0,2.5,Rendah,Oral Hygiene,2nd phase - general,Reguler (Siang),Perempuan,<=20,20,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,108.0,133.1,7,7,12.457142857142856,8,8,13.5625,100.0,13.01,Baik (>75%),15.5,2.8,-4.06
STD-0173,Graduate,0,2.2,Rendah,Nursing,2nd phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,132.3,131.0,7,6,11.683333333333332,7,6,11.683333333333332,85.7,11.68,Baik (>75%),7.6,2.6,0.32
STD-0174,Graduate,0,8.6,Rendah,Social Service (eve),Transfer,Kelas Malam,Perempuan,24-27,26,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,148.0,150.0,6,3,11.666666666666666,6,5,12.0,66.7,11.83,Sedang (50-75%),9.4,-0.8,-3.12
STD-0175,Dropout,1,61.2,Tinggi,Tourism,2nd phase - general,Reguler (Siang),Perempuan,<=20,20,Single,Ya,Menunggak,Tidak,Ya,Tidak,Domestik,122.6,125.0,6,4,11.75,6,6,13.166666666666666,83.3,12.46,Baik (>75%),11.1,0.6,2.02
STD-0176,Enrolled,0,6.1,Rendah,Advertising & Marketing,1st phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Ya,Ya,Tidak,Domestik,123.0,131.0,5,3,11.666666666666666,5,4,13.5,70.0,12.58,Sedang (50-75%),7.6,2.6,0.32
STD-0177,Graduate,0,46.6,Sedang,Basic Education,Over 23 years old,Reguler (Siang),Perempuan,24-27,27,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,102.5,130.0,6,5,13.2,6,5,12.0,83.3,12.6,Baik (>75%),7.6,2.6,0.32
STD-0178,Dropout,1,21.9,Rendah,Nursing,1st phase - general,Reguler (Siang),Perempuan,<=20,20,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,113.3,123.0,7,4,11.95,7,4,11.95,57.1,11.95,Sedang (50-75%),7.6,2.6,0.32
STD-0179,Dropout,1,23.7,Rendah,Basic Education,1st phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,133.0,141.0,6,5,12.4,6,5,10.4,83.3,11.4,Baik (>75%),9.4,-0.8,-3.12
STD-0180,Dropout,1,5.5,Rendah,Nursing,Holder of other higher course,Reguler (Siang),Perempuan,28-35,33,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,140.0,140.0,7,6,14.35,8,6,14.583333333333334,80.0,14.47,Baik (>75%),16.2,0.3,-0.92
STD-0181,Graduate,0,13.4,Rendah,Basic Education,Change of course,Reguler (Siang),Perempuan,28-35,35,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,128.3,140.0,21,21,12.61904761904762,19,19,12.789473684210526,100.0,12.7,Baik (>75%),12.4,0.5,1.79
STD-0182,Enrolled,0,3.1,Rendah,Management (evening),Tech. specialization holder,Kelas Malam,Perempuan,24-27,26,Single,Tidak,Lunas,Ya,Tidak,Tidak,Domestik,140.0,140.0,6,6,12.666666666666666,6,6,13.166666666666666,100.0,12.92,Baik (>75%),9.4,-0.8,-3.12
STD-0183,Dropout,1,96.6,Tinggi,Journalism & Comm,Over 23 years old,Reguler (Siang),Perempuan,24-27,27,Single,Ya,Menunggak,Tidak,Tidak,Tidak,Domestik,104.0,133.1,6,5,12.0,6,0,0.0,41.7,6.0,Rendah (25-50%),11.1,0.6,2.02
STD-0184,Dropout,1,93.0,Tinggi,Communication Design,3rd phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Menunggak,Tidak,Ya,Tidak,Domestik,122.3,131.0,6,6,12.166666666666666,6,0,0.0,50.0,6.08,Rendah (25-50%),15.5,2.8,-4.06
STD-0185,Dropout,1,93.4,Tinggi,Tourism,2nd phase - general,Reguler (Siang),Perempuan,<=20,20,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,135.0,143.0,6,0,0.0,6,0,0.0,0.0,0.0,Kritis (<25%),11.1,0.6,2.02
